date,cash,market_value,equity,positions
2025-02-28,334467.92,901535.0,1236002.92,5
2025-03-03,334467.92,906148.0,1240615.92,5
2025-03-04,334467.92,891360.0,1225827.92,5
2025-03-05,334467.92,898817.0,1233284.92,5
2025-03-06,334467.92,914003.0,1248470.92,5
2025-03-07,209994.57,1037474.0,1247468.57,6
2025-03-10,305141.12,934169.0,1239310.12,5
2025-03-11,305141.12,935137.0,1240278.12,5
2025-03-12,305141.12,937628.0,1242769.12,5
2025-03-13,305141.12,937058.0,1242199.12,5
2025-03-14,305141.12,968272.0,1273413.12,5
2025-03-17,244563.06,1021525.0,1266088.06,6
2025-03-18,428742.98,858031.0,1286773.98,5
2025-03-19,368251.26,933621.0,1301872.26,5
2025-03-20,504400.23,787824.0,1292224.23,5
2025-03-21,445971.53,821194.0,1267165.53,6
2025-03-24,335868.8,934674.0,1270542.8,6
2025-03-25,162467.08,1098326.0,1260793.08,6
2025-03-26,144264.9,1108456.0,1252720.9,6
2025-03-27,144264.9,1125664.0,1269928.9,6
2025-03-28,18418.19,1246774.0,1265192.19,7
2025-03-31,3719.04,1252072.0,1255791.04,7
2025-04-01,18297.2,1238322.0,1256619.2,7
2025-04-02,18297.2,1226271.0,1244568.2,7
2025-04-03,18297.2,1213281.0,1231578.2,7
2025-04-07,18297.2,1137055.0,1155352.2,7
2025-04-08,791214.33,376174.0,1167388.33,2
2025-04-09,791214.33,379586.0,1170800.33,2
2025-04-10,791214.33,382190.0,1173404.33,2
2025-04-11,791214.33,380810.0,1172024.33,2
2025-04-14,791214.33,379515.0,1170729.33,2
2025-04-15,674864.09,495932.0,1170796.09,3
2025-04-16,616348.88,558570.0,1174918.88,3
2025-04-17,616348.88,555588.0,1171936.88,3
2025-04-18,616348.88,553227.0,1169575.88,3
2025-04-21,616348.88,554282.0,1170630.88,3
2025-04-22,616348.88,562936.0,1179284.88,3
2025-04-23,616348.88,560918.0,1177266.88,3
2025-04-24,504575.82,672507.0,1177082.82,4
2025-04-25,467566.2,705667.0,1173233.2,4
2025-04-28,467566.2,701164.0,1168730.2,4
2025-04-29,467566.2,695351.0,1162917.2,4
2025-04-30,609418.31,556596.0,1166014.31,3
2025-05-06,609418.31,553834.0,1163252.31,3
2025-05-07,609418.31,557408.0,1166826.31,3
2025-05-08,609418.31,556049.0,1165467.31,3
2025-05-09,493828.26,680174.0,1174002.26,4
2025-05-12,384299.78,782158.0,1166457.78,5
2025-05-13,361294.6,809938.0,1171232.6,5
2025-05-14,187537.44,998563.0,1186100.44,6
2025-05-15,133861.48,1056694.0,1190555.48,6
2025-05-16,5639.46,1182414.0,1188053.46,7
