date,cash,market_value,equity,positions
2024-10-23,7107.56,1326083.0,1333190.56,5
2024-10-24,1622.51,1303327.0,1304949.51,5
2024-10-25,1622.51,1323410.0,1325032.51,5
2024-10-28,1622.51,1319472.0,1321094.51,5
2024-10-29,1622.51,1309682.0,1311304.51,5
2024-10-30,1622.51,1292718.0,1294340.51,5
2024-10-31,1622.51,1268723.0,1270345.51,5
2024-11-01,1622.51,1273347.0,1274969.51,5
2024-11-04,1622.51,1308470.0,1310092.51,5
2024-11-05,1622.51,1335062.0,1336684.51,5
2024-11-06,4716.93,1312938.0,1317654.93,5
2024-11-07,2055.31,1345061.0,1347116.31,5
2024-11-08,2055.31,1323872.0,1325927.31,5
2024-11-11,2055.31,1339542.0,1341597.31,5
2024-11-12,2055.31,1346091.0,1348146.31,5
2024-11-13,2055.31,1360916.0,1362971.31,5
2024-11-14,213497.1,1129132.0,1342629.1,5
2024-11-15,105669.07,1212685.0,1318354.07,5
2024-11-18,2850.34,1305223.0,1308073.34,5
2024-11-19,2850.34,1315073.0,1317923.34,5
2024-11-20,2850.34,1339310.0,1342160.34,5
2024-11-21,2850.34,1335213.0,1338063.34,5
2024-11-22,2850.34,1288818.0,1291668.34,5
2024-11-25,112343.63,1184488.0,1296831.63,5
2024-11-26,112343.63,1181940.0,1294283.63,5
2024-11-27,112343.63,1204796.0,1317139.63,5
2024-11-28,112343.63,1193707.0,1306050.63,5
2024-11-29,112343.63,1212551.0,1324894.63,5
2024-12-02,112343.63,1214265.0,1326608.63,5
2024-12-03,112343.63,1211630.0,1323973.63,5
2024-12-04,112343.63,1202416.0,1314759.63,5
2024-12-05,112343.63,1191536.0,1303879.63,5
2024-12-06,112343.63,1217358.0,1329701.63,5
2024-12-09,3955.46,1320916.0,1324871.46,5
2024-12-10,3955.46,1319856.0,1323811.46,5
2024-12-11,5062.55,1305476.0,1310538.55,5
2024-12-12,1228.51,1331738.0,1332966.51,5
2024-12-13,1228.51,1301684.0,1302912.51,5
2024-12-16,7626.96,1269305.0,1276931.96,5
2024-12-17,124056.17,1161237.0,1285293.17,5
2024-12-18,6845.7,1281565.0,1288410.7,5
2024-12-19,1288.64,1279645.0,1280933.64,5
